BF (Right Hamstring)1,ST (Left Hamstring)1,BF (Right Hamstring)2,ST (Left Hamstring)2,BF (Right Hamstring)3,ST (Left Hamstring)3,BF (Right Hamstring)4,ST (Left Hamstring)4,BF (Right Hamstring)5,ST (Left Hamstring)5,BF (Right Hamstring)6,ST (Left Hamstring)6,BF (Right Hamstring)7,ST (Left Hamstring)7,BF (Right Hamstring)8,ST (Left Hamstring)8,BF (Right Hamstring)9,ST (Left Hamstring)9,BF (Right Hamstring)10,ST (Left Hamstring)10,BF (Right Hamstring)11,ST (Left Hamstring)11,BF (Right Hamstring)12,ST (Left Hamstring)12,BF (Right Hamstring)13,ST (Left Hamstring)13,BF (Right Hamstring)14,ST (Left Hamstring)14,BF (Right Hamstring)15,ST (Left Hamstring)15,BF (Right Hamstring)16,ST (Left Hamstring)16,BF (Right Hamstring)17,ST (Left Hamstring)17,BF (Right Hamstring)18,ST (Left Hamstring)18,BF (Right Hamstring)19,ST (Left Hamstring)19,BF (Right Hamstring)20,ST (Left Hamstring)20,BF (Right Hamstring)21,ST (Left Hamstring)21,BF (Right Hamstring)22,ST (Left Hamstring)22,BF (Right Hamstring)23,ST (Left Hamstring)23,BF (Right Hamstring)24,ST (Left Hamstring)24,BF (Right Hamstring)25,ST (Left Hamstring)25,BF (Right Hamstring)26,ST (Left Hamstring)26,BF (Right Hamstring)27,ST (Left Hamstring)27,BF (Right Hamstring)28,ST (Left Hamstring)28,BF (Right Hamstring)29,ST (Left Hamstring)29,BF (Right Hamstring)30,ST (Left Hamstring)30,BF (Right Hamstring)31,ST (Left Hamstring)31,BF (Right Hamstring)32,ST (Left Hamstring)32,BF (Right Hamstring)33,ST (Left Hamstring)33,BF (Right Hamstring)34,ST (Left Hamstring)34,BF (Right Hamstring)35,ST (Left Hamstring)35,BF (Right Hamstring)36,ST (Left Hamstring)36,BF (Right Hamstring)37,ST (Left Hamstring)37,BF (Right Hamstring)38,ST (Left Hamstring)38,BF (Right Hamstring)39,ST (Left Hamstring)39,BF (Right Hamstring)40,ST (Left Hamstring)40,BF (Right Hamstring)41,ST (Left Hamstring)41,BF (Right Hamstring)42,ST (Left Hamstring)42,BF (Right Hamstring)43,ST (Left Hamstring)43,BF (Right Hamstring)44,ST (Left Hamstring)44,BF (Right Hamstring)45,ST (Left Hamstring)45,BF (Right Hamstring)46,ST (Left Hamstring)46,BF (Right Hamstring)47,ST (Left Hamstring)47,BF (Right Hamstring)48,ST (Left Hamstring)48,BF (Right Hamstring)49,ST (Left Hamstring)49,BF (Right Hamstring)50,ST (Left Hamstring)50,BF (Right Hamstring)51,ST (Left Hamstring)51,BF (Right Hamstring)52,ST (Left Hamstring)52,BF (Right Hamstring)53,ST (Left Hamstring)53,BF (Right Hamstring)54,ST (Left Hamstring)54,BF (Right Hamstring)55,ST (Left Hamstring)55,BF (Right Hamstring)56,ST (Left Hamstring)56,BF (Right Hamstring)57,ST (Left Hamstring)57,BF (Right Hamstring)58,ST (Left Hamstring)58,BF (Right Hamstring)59,ST (Left Hamstring)59,BF (Right Hamstring)60,ST (Left Hamstring)60,BF (Right Hamstring)61,ST (Left Hamstring)61,BF (Right Hamstring)62,ST (Left Hamstring)62,BF (Right Hamstring)63,ST (Left Hamstring)63,BF (Right Hamstring)64,ST (Left Hamstring)64,BF (Right Hamstring)65,ST (Left Hamstring)65,BF (Right Hamstring)66,ST (Left Hamstring)66,BF (Right Hamstring)67,ST (Left Hamstring)67,BF (Right Hamstring)68,ST (Left Hamstring)68,BF (Right Hamstring)69,ST (Left Hamstring)69,BF (Right Hamstring)70,ST (Left Hamstring)70,BF (Right Hamstring)71,ST (Left Hamstring)71,BF (Right Hamstring)72,ST (Left Hamstring)72,BF (Right Hamstring)73,ST (Left Hamstring)73,BF (Right Hamstring)74,ST (Left Hamstring)74,BF (Right Hamstring)75,ST (Left Hamstring)75,BF (Right Hamstring)76,ST (Left Hamstring)76,BF (Right Hamstring)77,ST (Left Hamstring)77,BF (Right Hamstring)78,ST (Left Hamstring)78,BF (Right Hamstring)79,ST (Left Hamstring)79,BF (Right Hamstring)80,ST (Left Hamstring)80
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,182,0,0,0,183,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,177,258,0,185,0,0,0,0,0,184,0,257,0,0,0,182,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,178,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,179,0,188,0,185,0,178,177,178,0,262,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,177,0,0,0,259,0,324,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,187,0,257,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,267,0,0,0,0,0,184,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,179,0,178,0,178,0,0,0,181,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,185,0,0,0,177,0,0,0,177,0,184,0,0,0,179,177,187,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,181,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,183,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,265,0,0,0,0,0,183,0,184,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,253,0,0,0,262,0,177,0,0,0,0,0,181,0,179,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,177,0,179,0,256,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,179,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,251,0,0,0,0,0,180,0,0,0,0,0,262,0,0,0,0,0,317,0,252,0,0,0,0,0,0,0,179,0,0,0,178,0,0,0,0,0,180,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,177,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,180,0,0,0,0,0,185,0,181,0,193,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,258,0,0,0,188,0,0,0,180,0,177,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,178,0,0,0,199,0,181,0,0,0,181,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,264,0,0,0,185,0,254,0,187,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,207,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,274,0,256,0,192,0,0,0,186,0,177,0,0,0,0,0,179,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,323,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,181,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,177,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,205,0,182,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,178,0,0,0,0,0,0,270,0,0,0,0,0,557,0,383,0,0,0,201,0,0,0,331,0,315,0,280,0,211,177,193,179,191,0,558,0,449,0,0,0,399,0
184,0,455,0,322,184,495,0,456,0,0,0,372,0,454,0,322,0,321,0,455,0,381,177,323,0,455,0,455,0,403,0,558,0,456,0,323,0,456,0,0,0,557,0,556,0,450,0,359,0,322,0,225,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,191,0,225,0,0,177,0,0,0,0,276,0,186,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
